 0.64827458 0.35314220 1.00520574 1.17446829 0.02245755 0.29095373
 0.06751688 0.28743351 0.12924230 2.25330259 0.69810093 0.07347814
 0.53037289 1.06101833 0.55524462 0.30213103 0.50781973 0.41730263
 1.06334227 1.03751685 0.58831739 0.30126545 0.36516920 0.05304570
 1.16976300 1.37066991 2.94760108 0.54176322 0.34536959 0.73720418
 0.76372563 0.44653060 0.89650993 0.41947947 0.22338265 0.65960931
 1.35579486 0.66210458 0.92911238 1.75356319 0.07892703 0.86962895
 0.10198367 0.38996392 0.25441292 0.57835132 2.03032665 0.51238274
 1.41740329 1.06877286 0.47524804 0.83312160 1.03311959 0.95764466
 0.23054491 0.44260862 0.71527974 1.47824922 0.99995127 0.41835289
 0.22826464 0.20306932 0.77123578 0.40356203 1.53933410 0.53652935
 0.53362760 1.53172745 1.33861868 0.59717924 0.68019600 0.86814234
 0.04768737 1.11167985 0.11224341 0.94391678 1.52503450 0.43630347
 0.50476530 1.14249466 0.43171024 2.11673789 0.20144721 0.44514017
 0.17657159 0.97374613 0.33955603 0.56369822 0.25267207 1.13137315
 0.26353568 0.20256627 0.32014421 0.87939066 0.10877731 0.42330531
 0.98076961 0.48473005 0.29094617 0.56780991 1.03343308 1.18835070
 0.89381915 0.29843271 0.91407981 0.92730344 0.25898188 1.08799106
 0.28021496 0.48005136 0.98142746 0.84616574 1.60705383 0.13459432
 0.04667265 0.71345996 0.44336454 1.07445342 0.25373134 0.38741421
 1.20334723 0.63194522 0.32250326 0.29162804 0.25155185 0.56481136
 0.28513872 1.63285064 0.43900965 0.27109335 1.03282145 0.81075808
 0.08017865 0.49865832 0.66923737 0.41566162 0.76914376 0.33183124
 0.04216195 0.94329006 0.09614815 1.80995986 0.52823175 1.71747199
 0.48253601 1.08706684 1.69512342 1.10040840 0.37119356 0.45700947
 1.42670453 0.48866617 0.38250182 1.10659367 0.64611548 0.84772019
 0.90832776 0.87187542 0.62863541 0.18411866 0.80668799 0.05514555
 1.16855073 0.80512012 0.63502160 0.46983832 1.23691065 0.12962868
 1.09656428 0.52570128 0.34794694 0.65408914 1.42646005 0.48221433
 0.23411281 0.73560721 0.54866159 0.71808715 0.11015250 0.81160729
 0.35702936 0.35448070 1.46393812 0.80295056 0.54356555 0.64081368
 0.94921661 0.41383026 0.73749132 0.58384056 1.57785825 0.47206209
 1.44182657 0.40784116 0.02312053 0.42347004 1.03933970 0.94533241
 0.53932103 1.41835030 0.20351028 0.80027760 1.28186526 0.58435513
 0.72643022 1.11120321 1.82660597 0.32347976 1.12493139 1.15322310
 0.72682336 0.42468449 1.37336585 1.35071860 0.14807366 0.85182789
 1.00227545 0.38712487 0.10502185 0.76110975 0.97816921 0.11975502
 0.59636759 0.44869079 1.17590091 0.43346463 1.62898172 0.67967597
 1.66503233 0.84063152 0.71649196 0.18020596 1.65836154 0.65417362
 0.43456485 0.40622355 0.05410584 0.17986387 0.45159795 1.91174051
 0.23715523 0.43470210 0.59334912 1.12908361 0.10461580 0.20147035
 0.94226020 0.29002317 1.67221566 1.91812403 0.99824353 0.29014914
 1.72577988 0.24942852 0.33755009 0.22054985 1.06987372 0.72238233
 0.35226826 1.36507499 0.24423394 0.34970589 0.07502799 1.37017647
 0.97968337 0.43634743 0.85463671 0.56496293 0.39659837 0.40435137
 0.60404620 0.68614902 0.99060859 0.04915403 0.40351247 1.03940596
 0.56605226 0.19850374 1.11986163 0.38017687 0.50102912 0.47352368
 0.65305717 1.21161129 1.24149140 0.65435424 0.54276785 0.63717227
 0.56211717 0.23009501 0.09981385 1.24956852 0.53994310 0.82775972
 0.40443965 1.97727102 0.39342190 0.96679998 0.38772459 0.44754885
 0.58467201 0.73650913 0.34056169 0.81347626 0.30181890 0.20674233
 0.75241420 1.66939615 0.66960059 0.94563742 0.78646323 0.61265054
 0.76920725 0.75302616 1.86197984 0.33611665 0.67213256 0.62764013
 0.63613003 1.57882576 0.07179806 0.98967871 1.20248619 0.12865395
 0.19294956 0.42464195 0.92271099 0.31787346 0.21511189 0.18773517
 0.59520285 0.52628401 0.44671268 0.69231884 0.17774156 0.42497671
 0.84683768 0.20218292 0.51223958 0.31280015 1.36410516 0.38143266
 0.96544999 0.71849606 0.53936517 0.33866083 0.59029462 0.22094708
 0.45175229 0.33932621 0.40110813 0.07164260 0.22125096 1.95229798
 0.29602668 0.45480655 0.37557161 0.80124224 0.34768837 0.45465441
 1.09645833 1.33446823 0.78907411 0.66500407 0.38627611 0.71389883
 0.31674436 0.25416715 0.59568513 0.17702463 0.28055361 0.54114242
 0.25200998 0.38477873 0.58191054 1.00856377 1.01306997 0.46099990
 0.32315536 0.66577261 1.72085680 0.40635268 0.39533453 1.34771161
 0.29068990 0.28495426 2.69463796 0.66090929 1.17183460 0.46261827
 0.76081954 2.10929751 0.01176376 0.20858418 0.24578594 0.45128987
 0.43251541 0.13960454 0.38473437 0.09684680 0.33064468 0.25539835
 0.23731848 0.39734314 0.07500450 1.18965105 0.88940027 0.58282395
 0.27932972 0.14537278 0.32112606 0.68111574 0.61164244 0.88333188
 0.62454677 0.08786882 1.13933483 0.36038458 0.25580404 0.10758409
 0.67150056 0.67250333 1.20866828 0.82033182 0.47697037 1.46481404
 0.40080957 2.20292301 0.50744548 1.05818696 0.51347969 1.97553998
 1.71770946 0.30493032 1.10201725 1.29708383 0.04644467 0.72183269
 0.66599723 0.42275838 0.31557329 1.86968353 0.33259299 0.96326720
 1.39941890 0.54883265 0.94769373 0.23682629 0.68898242 0.46521084
 0.94330285 0.47151778 1.32717382 1.22238625 0.16037720 0.10204414
 0.05838571 0.60708784 0.85073207 0.27093348 1.25889630 0.54866673
 1.06783642 0.10237597 0.78011384 0.32028605 0.75949271 1.28920606
 0.07210355 0.99323939 1.88339589 1.58586402 0.57844281 0.66066214
 1.09994073 0.82095928 0.73330209 0.30802936 0.93756270 0.44382400
 1.79831731 0.42985151 0.82011930 0.80238993 0.37440278 0.29477660
 0.67179551 0.78830328 0.41818611 0.30512811 0.46799051 0.77480026
 1.75433690 0.49768449 0.48532704 2.75725933 0.30888713 0.89701477
 0.05776913 0.61141299 0.67995574 0.22956787 0.75155896 0.07368932
 0.19032397 0.98604533 0.40580879 1.48540575 1.05380153 0.37844035
 1.03816883 0.62290083 1.26864654 1.34638030 0.25067953 0.71021283
 0.82318809 0.50935976 0.61394324 1.41494262 1.98503344 1.79773056
 0.72564469 0.90465454 0.36695997 0.63651156 0.71077104 1.01014605
 0.75520686 0.12706472 0.67877390 0.14624822 0.92241233 1.40637033
 1.02068839 0.12359976 0.91885598 0.65033366 0.09958097 0.16964361
 0.24602071 0.60438974 0.14947763 0.20861985 1.86416277 0.84084063
 0.71985832 0.32024494 0.42385259 0.44676169 0.54394493 0.41919415
 0.75525132 0.16803704 1.17942716 1.32391615 0.30935591 0.02366726
 0.83737329 0.48389406 1.77902753 0.42128046 1.67702808 1.13628065
 0.86586662 0.08075620 0.50887055 0.54092648 0.32250439 0.31185632
 0.11322144 0.64848953 0.47897814 1.09549462 0.63321971 0.18139373
 1.35973876 0.77810232 0.90394859 0.53284693 0.52582872 0.50607677
 0.65579467 0.75172085 0.33748881 0.60227793 0.54841077 1.03469832
 0.51969685 0.25572858 0.92248605 0.75444398 0.71588863 0.22881481
 1.98095741 1.77289295 0.57242970 0.38311375 0.63090394 0.18868170
 0.38224394 0.07695200 1.03855299 2.06779664 0.56000075 0.71295378
 0.14099510 0.32755973 0.71603400 1.04405142 0.22523159 0.14926621
 0.20653458 0.71722246 0.70806178 0.65201387 1.04198397 0.48487044
 1.52480744 0.23516194 1.04823526 0.28840057 0.47169571 0.65377240
 0.29074405 0.47998462 0.83792121 0.34498291 1.19683582 0.35708586
 0.66666351 0.63353110 0.73250990 1.35942424 0.48057996 0.38136138
 0.16443202 0.94114695 0.18778831 0.35264528 0.18901269 0.21714598
 0.07062123 0.45299930 0.14863515 2.16748713 1.17702499 0.39117917
 0.92595286 0.48995197 0.34952224 1.33146366 1.33021510 0.94363937
 1.34025912 0.87552388 0.41449991 0.69880472 0.63410601 0.17372850
 0.70719605 0.29951071 0.51687138 0.75564151 0.39974155 0.73772594
 0.24734184 0.22517464 0.25883217 0.26653691 0.80422927 0.83020784
 0.26699188 0.57224944 0.53842196 0.34589656 0.72691135 0.34331551
 0.36883396 0.81524938 0.34025747 0.69195638 0.59088603 0.82966875
 0.33146339 0.44328532 0.67169875 0.74154072 0.58327033 0.43338557
 0.94347881 0.95635952 0.51079839 0.82304254 0.35978408 0.48161022
 0.60890092 0.35608912 0.56150877 0.10862715 0.39137434 0.10324452
 0.56683711 0.76717761 1.62991215 0.20533220 0.98267655 0.97279098
 0.88125790 0.95790803 0.42305526 1.14250448 0.23172959 0.44599823
 0.46766539 0.34942311 1.43966422 1.95394718 0.26849031 0.12826428
 0.55885172 0.47973352 0.15933776 0.29098988 0.48259608 0.27541076
 0.45314122 1.82471672 0.75041392 0.27622367 0.38659586 0.54032616
 0.91477030 0.20809930 1.32073983 0.24374909 0.51185969 1.13271715
 1.66357083 0.71534171 0.41087561 0.60185163 0.33240558 0.59337608
 0.50696314 0.09528252 0.31081358 0.95522720 0.49558636 1.09275815
 1.17908418 1.03975875 0.37864167 0.49756240 0.27980683 1.42681139
 1.24989571 2.24761557 0.48773606 0.56593871 0.32374047 0.73763660
 0.24029590 0.35456060 0.94726586 0.49688187 0.47069478 1.21348103
 1.03959969 1.22078122 0.58098202 0.30311197 0.57467788 0.47104876
 0.61064256 0.23480795 0.84357318 0.39544998 1.19586278 0.31868336
 0.39023688 1.49668669 0.46483836 1.74971172 0.97986527 1.31533808
 1.10464796 0.94830261 0.23012015 1.29775336 1.11473848 2.77377493
 0.45315186 0.66830035 0.75062278 0.24750581 0.71140897 0.22175193
